Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,1,6,2020,9,6,2020,Scotland,hospital_inc,Branching process,23,7,9,11,13,14,16,18,19,21,23,25,27,29.34999999999991,33,37,41,48,59,84
LSHTM,1,6,2020,10,6,2020,Scotland,hospital_inc,Branching process,23,6,9,10,12,14,16,17,19,21,23,25,27,30,33,37,42,49,62,89
LSHTM,1,6,2020,11,6,2020,Scotland,hospital_inc,Branching process,22,6,8,10,12,14,15,17,19,20,22,25,27,31,34,38,43,51,65,94
LSHTM,1,6,2020,12,6,2020,Scotland,hospital_inc,Branching process,23,6,8,10,12,13,15,17,18,20,23,25,28,31,35,39,46,55,67,105
LSHTM,1,6,2020,13,6,2020,Scotland,hospital_inc,Branching process,23,5,8,9,11,13,15,16,18,20,23,25,28,31,35,40,46,55,70,115
LSHTM,1,6,2020,14,6,2020,Scotland,hospital_inc,Branching process,23,5,7,9,11,13,14,16,18,20,23,25,28,32,36,41,48,58,75,126
LSHTM,1,6,2020,15,6,2020,Scotland,hospital_inc,Branching process,23,4,7,9,10,12,14,16,18,20,23,26,29,32,36,42,50,62.149999999999636,83,136
LSHTM,1,6,2020,16,6,2020,Scotland,hospital_inc,Branching process,22,4,6,8,10,12,14,15,17,20,22,25,28,32,37,43,50,62,84,149.05000000000018
LSHTM,1,6,2020,17,6,2020,Scotland,hospital_inc,Branching process,22,4,6,8,10,12,13,15,17,19.550000000000182,22,25,28,33,37,44,52,65,91,159
LSHTM,1,6,2020,18,6,2020,Scotland,hospital_inc,Branching process,22,3.950000000000017,6,8,10,11,13,15,17,20,22,25,29,33,38,46,54,68,97,172.05000000000018
LSHTM,1,6,2020,19,6,2020,Scotland,hospital_inc,Branching process,21,3,5,7,9,10,12,14,16,19,21,24,28,32,37,45,55,70,98,171
LSHTM,1,6,2020,20,6,2020,Scotland,hospital_inc,Branching process,22,3,5,7,9,10,12,14,16,19,22,25,28,33,40,47,58,74,106,197.05000000000018
LSHTM,1,6,2020,21,6,2020,Scotland,hospital_inc,Branching process,21,3,5,7,8,10,12,14,16,19,21,25,29,33,39,48,59,77,108,209
LSHTM,1,6,2020,22,6,2020,Scotland,hospital_inc,Branching process,22,3,4,6,8,10,12,14,16,19,22,25,29,34,41,50,62,81,118.10000000000036,241
LSHTM,1,6,2020,23,6,2020,Scotland,hospital_inc,Branching process,21,2,4,6,8,9,11,13,15,18,21,24.450000000000273,29,34,41,49,61,83,130,252.05000000000018
LSHTM,1,6,2020,1,6,2020,South East,hospital_inc,Branching process,69,55,57,59.849999999999994,61,63,64,66,67,68,69,71,72,73.35000000000002,75,77,79,81,83,88
LSHTM,1,6,2020,2,6,2020,South East,hospital_inc,Branching process,67,49,53,56,58,60,61,63,65,66,67,69,71,72,74,76,78,81,84,91
LSHTM,1,6,2020,3,6,2020,South East,hospital_inc,Branching process,66,47,51,54,56,58,60,62,63,65,66,68,70,72,74,75,78,81,84,91
LSHTM,1,6,2020,4,6,2020,South East,hospital_inc,Branching process,66,45,50,52,55,57,59,60,62,64,66,67,69,71,73,76,78,82,86,94
LSHTM,1,6,2020,5,6,2020,South East,hospital_inc,Branching process,65,44,48,51,53,55,57,59,61,63,65,66,68,70,73,75,78,81,86,94
LSHTM,1,6,2020,6,6,2020,South East,hospital_inc,Branching process,64,42,46,49,52,54,56,58,60,62,64,66,68,70,72,74,77,81,86.10000000000036,95
LSHTM,1,6,2020,7,6,2020,South East,hospital_inc,Branching process,62,40,45,48,50,53,55,57,58,60,62,64,67,69,72,74.25,78,82,88,98
LSHTM,1,6,2020,8,6,2020,South East,hospital_inc,Branching process,61,39,43,47,49,51,53,55,57,60,61,63,66,68,70,73,77,82,88,98
LSHTM,1,6,2020,9,6,2020,South East,hospital_inc,Branching process,61,37,42,45,48,50,52,54,57,59,61,63,65,68,70,73,77,81,88,99
LSHTM,1,6,2020,10,6,2020,South East,hospital_inc,Branching process,59,35,40,44,46,49,51,53,55,57,59,61,64,67,70,73,77,82,90,101
LSHTM,1,6,2020,11,6,2020,South East,hospital_inc,Branching process,58.5,34,39,42,45,47,50,52,54,56,58.5,61,63,66,69,72,77,82,90,104
LSHTM,1,6,2020,12,6,2020,South East,hospital_inc,Branching process,57,33,38,41,44,47,49,51,53,55,57,60,62,65,68,72,77,82,89,105
LSHTM,1,6,2020,13,6,2020,South East,hospital_inc,Branching process,57,32,36,40,43,45,48,50,52,55,57,60,62,65,68,72,76,83,90,105
LSHTM,1,6,2020,14,6,2020,South East,hospital_inc,Branching process,56,30.950000000000017,35,38,42,44,47,49,51,54,56,59,61,64,67,71,76,82,91,108
LSHTM,1,6,2020,15,6,2020,South East,hospital_inc,Branching process,55,30,34,38,41,43,45,48,50,52,55,57,60,63,67,71,76,83,92,107
LSHTM,1,6,2020,16,6,2020,South East,hospital_inc,Branching process,54,28,33,36,39,42,44,47,49,52,54,57,60,63,67,71,76,83,93,113
LSHTM,1,6,2020,17,6,2020,South East,hospital_inc,Branching process,53,27,32,36,38,41,44,46,49,51,53,56,59,62,66,71,76,83,93,112.05000000000018
LSHTM,1,6,2020,18,6,2020,South East,hospital_inc,Branching process,53,26,31,35,37.80000000000007,40,43,45,48,50,53,56,59,62,66,70,76,83,94,114.05000000000018
LSHTM,1,6,2020,19,6,2020,South East,hospital_inc,Branching process,52,25,30,34,37,40,42,45,47,50,52,55,58,61,65,69,75,83,95,119
LSHTM,1,6,2020,20,6,2020,South East,hospital_inc,Branching process,51,24,29,32,35,38,41,43,46,49,51,54,58,61,65,69,75,83,95,119.05000000000018
LSHTM,1,6,2020,21,6,2020,South East,hospital_inc,Branching process,50,23,28,32,35,38,40,43,45,48,50,54,57,60,65,70,76,84,96,122
LSHTM,1,6,2020,22,6,2020,South East,hospital_inc,Branching process,50,22,27,30,33,36,39,42,44,47,50,53,56,60,64,69,75,83,96,125
LSHTM,1,6,2020,23,6,2020,South East,hospital_inc,Branching process,49,21,26,30,33,36,38,41,43,46,49,52,55,59,63,69,75,84,98.10000000000036,126.05000000000018
LSHTM,1,6,2020,1,6,2020,South West,hospital_inc,Branching process,33,23,25,26.849999999999994,28,29,30,30,31,32,33,34,35,36,37,38,39,41,43,47
LSHTM,1,6,2020,2,6,2020,South West,hospital_inc,Branching process,32,19,22,23,25,26,27,28,29,31,32,33,34,35,36,38,39,41,44,48
LSHTM,1,6,2020,3,6,2020,South West,hospital_inc,Branching process,31,18,20,22,24,25,27,28,29,30,31,32,33,35,36,38,39,42,45,49
LSHTM,1,6,2020,4,6,2020,South West,hospital_inc,Branching process,31,17,20,22,23,25,26,27,28,29,31,32,33,34,36,37,39,42,44,50
LSHTM,1,6,2020,5,6,2020,South West,hospital_inc,Branching process,30,16,19,21,22,24,25,27,28,29,30,31,33,34,36,37,39,42,45,51
LSHTM,1,6,2020,6,6,2020,South West,hospital_inc,Branching process,30,15,18,20,22,23,24,26,27,28,30,31,33,34,36,37,40,42,46,52
LSHTM,1,6,2020,7,6,2020,South West,hospital_inc,Branching process,29,15,17,19,21,23,24,26,27,28,29,31,32,33,35,37,40,43,47,54
LSHTM,1,6,2020,8,6,2020,South West,hospital_inc,Branching process,29,14,17,19,20,22,23,25,26,27,29,30,32,33,35,37,40,43,47,55
LSHTM,1,6,2020,9,6,2020,South West,hospital_inc,Branching process,28,13,16,18,20,22,23,24,26,27,28,30,31,33,35,37,40,43,48,57
LSHTM,1,6,2020,10,6,2020,South West,hospital_inc,Branching process,28,12,15,17,19,20,22,24,25,26,28,29,31,33,34,37,40,43,48,56
LSHTM,1,6,2020,11,6,2020,South West,hospital_inc,Branching process,27,11,15,17,19,20,22,23,25,26,27,29,31,32,34,37,39,43,48,58
LSHTM,1,6,2020,12,6,2020,South West,hospital_inc,Branching process,27,11,14,16,18,19,21,22,24,25,27,28,30,32,34,37,39,43,49,59
LSHTM,1,6,2020,13,6,2020,South West,hospital_inc,Branching process,26,10,13,15,17,18,20,22,23,25,26,28,30,32,34,37,40,44,50,61
LSHTM,1,6,2020,14,6,2020,South West,hospital_inc,Branching process,26,10,13,15,17,18.75,20,22,23,25,26,28,30,32,34,37,40,45,51,64
LSHTM,1,6,2020,15,6,2020,South West,hospital_inc,Branching process,25,9,12,14,16,18,19,21,22,24,25,27,29,31,33,36,39,44,50,63
LSHTM,1,6,2020,16,6,2020,South West,hospital_inc,Branching process,25,9,12,14,16,18,19,21,22,24,25,27,29,31,33,36,40,44,51,65
LSHTM,1,6,2020,17,6,2020,South West,hospital_inc,Branching process,25,8,11,13,15,16,18,20,21,23,25,27,29,31,33,36,40,45,53,66
LSHTM,1,6,2020,18,6,2020,South West,hospital_inc,Branching process,25,8,10,13,15,16,18,20,21,23,25,26,28,31,33,36,40,45,53,69
LSHTM,1,6,2020,19,6,2020,South West,hospital_inc,Branching process,24,7,10,12,14,16,18,19,21,22,24,26,28,30,33,36,40,45,54,71
LSHTM,1,6,2020,20,6,2020,South West,hospital_inc,Branching process,23.5,6.950000000000017,9,12,14,15,17,19,20,22,23.5,25,27,30,32,35,39,46,55,72
LSHTM,1,6,2020,21,6,2020,South West,hospital_inc,Branching process,23,6,9,11,13,15,16,18,20,21,23,25,27,29,32,36,40,45,54,73
LSHTM,1,6,2020,22,6,2020,South West,hospital_inc,Branching process,23,6,9,11,13,14,16,18,19,21,23,24,27,29,32,35,39,46,55,75.05000000000018
LSHTM,1,6,2020,23,6,2020,South West,hospital_inc,Branching process,22,5,8,10,12,14,15,17,19,21,22,25,27,29,32,35,40,46,56,76
LSHTM,1,6,2020,1,6,2020,Wales,hospital_inc,Branching process,24,11,14,15,17,18,19,21,22,23,24,25,27,28,30,31,33,36,40,48
LSHTM,1,6,2020,2,6,2020,Wales,hospital_inc,Branching process,24,11,13,15,16,18,19,20,21,23,24,25,27,28,30,32,34,37,42,52
LSHTM,1,6,2020,3,6,2020,Wales,hospital_inc,Branching process,24,10,12.900000000000034,14,16,17,19,20,21,22,24,25,27,28,30,32,35,38,43,51
LSHTM,1,6,2020,4,6,2020,Wales,hospital_inc,Branching process,24,10,12,14,15,17,18,20,21,22,24,25,26,28,30,32,35,39,45,55
LSHTM,1,6,2020,5,6,2020,Wales,hospital_inc,Branching process,24,9,11,13,15,16,18,19,21,22,24,25,27,29,31,33,36,40,46,57
LSHTM,1,6,2020,6,6,2020,Wales,hospital_inc,Branching process,23,8,11,13,15,16,18,19,20,22,23,25,27,28,31,33,37,41,48,61
LSHTM,1,6,2020,7,6,2020,Wales,hospital_inc,Branching process,23,8,11,13,14,16,17,19,20,22,23,25,26,28,31,33,37,42,49,62
LSHTM,1,6,2020,8,6,2020,Wales,hospital_inc,Branching process,23,8,10,12,14,15,17,18,20,21,23,25,26,28,31,34,38,42,50,64.05000000000018
LSHTM,1,6,2020,9,6,2020,Wales,hospital_inc,Branching process,22,7,10,12,13,15,16,18,19,21,22,24,26,28,31,34,38,44,52,68
LSHTM,1,6,2020,10,6,2020,Wales,hospital_inc,Branching process,23,7,9,11,13,14,16,18,19,21,23,24,26,29,31,34,38,44,53,71
LSHTM,1,6,2020,11,6,2020,Wales,hospital_inc,Branching process,22,6,9,11,12,14,16,17,19,20,22,24,26,29,31,34,39,45,56,78
LSHTM,1,6,2020,12,6,2020,Wales,hospital_inc,Branching process,22,6,8,10,12,14,15,17,19,20,22,24,26,29,32,35,40,47,58,79
LSHTM,1,6,2020,13,6,2020,Wales,hospital_inc,Branching process,22,6,8,10,12,13,15,16,18,20,22,24,26,29,32,36,41,47,59,82
LSHTM,1,6,2020,14,6,2020,Wales,hospital_inc,Branching process,21,5,8,10,11,13,15,16,18,20,21,24,26,29,32,36,42,48,61,88
LSHTM,1,6,2020,15,6,2020,Wales,hospital_inc,Branching process,22,5,8,10,11,13,14,16,18,20,22,24,26,29,32,37,42,50,62,89
LSHTM,1,6,2020,16,6,2020,Wales,hospital_inc,Branching process,22,5,7,9,11,12,14,16,18,20,22,24,26,29,33,37,43,51,66,97
LSHTM,1,6,2020,17,6,2020,Wales,hospital_inc,Branching process,22,4,7,9,10,12,14,16,17,19,22,24,26,29,32,38,44,53,68,103
LSHTM,1,6,2020,18,6,2020,Wales,hospital_inc,Branching process,21,4,6,8,10,12,13,15,17,19,21,23,26,29,33,38,45,54,69,109
LSHTM,1,6,2020,19,6,2020,Wales,hospital_inc,Branching process,21,4,6,8,10,11,13,15,17,19,21,24,26,30,33,38,45,55,72,115
LSHTM,1,6,2020,20,6,2020,Wales,hospital_inc,Branching process,20,3,6,8,10,11,13,15,16,18,20,23,26,29,34,39,47,57,77,120
LSHTM,1,6,2020,21,6,2020,Wales,hospital_inc,Branching process,20,3,6,7,9,11,13,14,16,18,20,23,26,29,34,40,48,58,80,134
LSHTM,1,6,2020,22,6,2020,Wales,hospital_inc,Branching process,20,3,5,8,9,11,12,14,16,18,20,23,26,30,34,39,47,60,82,129.05000000000018
LSHTM,1,6,2020,23,6,2020,Wales,hospital_inc,Branching process,20,3,5,7,9,10,12,14,16,18,20,22,26,29,33,40,48,60,84,137.05000000000018
