Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,date,type,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,31,5,2022,9,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-09,estimate,1.06514599374406,0.995201363423956,1.0115321191718,1.02190692819705,1.0305783992847,1.03724319556912,1.04381581834871,1.04908319581138,1.05452458307548,1.06042211509178,1.06514599374406,1.07091204665511,1.0774231650901,1.08230602896331,1.08773312564729,1.09512248927574,1.10207025100193,1.11044625350785,1.1215059768731,1.14034978837294
LSHTM,31,5,2022,10,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-10,estimate,1.06234321509441,0.99924695518973,1.01376204580807,1.02334621303376,1.03059865750615,1.03660826880453,1.04249874692627,1.04757804591684,1.05267280651524,1.05758362647978,1.06234321509441,1.06773397828153,1.07302306817754,1.07787869134805,1.083021689765,1.08916210298908,1.09530958224009,1.10259055515798,1.11331960038368,1.12913756407944
LSHTM,31,5,2022,11,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-11,estimate,1.05886987106532,1.00332029796472,1.01540353896865,1.02351149934079,1.03042530379758,1.03561184056762,1.04081607204626,1.04552411637993,1.05031409745062,1.05468091433406,1.05886987106532,1.06371688165836,1.06870366928408,1.07294684945211,1.07788734314551,1.08314329447175,1.08808679432392,1.09500098658599,1.10440226171631,1.11886878107429
LSHTM,31,5,2022,12,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-12,estimate,1.05509793559546,1.00522469707947,1.01718796882409,1.02353357912668,1.02925641185477,1.0343026931791,1.03886271431587,1.04334924225038,1.04729276170058,1.05142401965505,1.05509793559546,1.05907048082609,1.0632895523697,1.06762559252491,1.07172422727756,1.07666416020942,1.08139516212343,1.08765119870451,1.09564502476188,1.10904370485361
LSHTM,31,5,2022,13,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-13,estimate,1.05101517408675,1.00655030370094,1.01639604613349,1.02311756239785,1.02841239697751,1.03261114040934,1.03697842047536,1.04065559579872,1.04412026311513,1.04765707300087,1.05101517408675,1.05442431286235,1.05817428787465,1.06181345472425,1.06576422062615,1.07034182684962,1.07471948201867,1.08023026350939,1.08710763702984,1.09941902268426
LSHTM,31,5,2022,14,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-14,estimate,1.04667556267505,1.00637209888042,1.01566595679566,1.02165928003784,1.0263741987465,1.03082844455766,1.03415745322184,1.03674563995927,1.04011634630152,1.04343384256512,1.04667556267505,1.04970898681888,1.05280589569386,1.05644459330808,1.05991570986074,1.06374978216129,1.06816884128688,1.07283104162463,1.07882043068782,1.08954083611854
LSHTM,31,5,2022,15,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-15,estimate,1.04164887907032,1.00592725436384,1.01436819420796,1.01963683794363,1.02419342200236,1.02728266059248,1.03046568616453,1.03323047300727,1.03566878085263,1.03830760385131,1.04164887907032,1.044162615078,1.04718709657025,1.05068981864939,1.0539547463445,1.05709390014621,1.0608389083608,1.06547701887657,1.0707242503904,1.07989725222378
LSHTM,31,5,2022,16,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-16,estimate,1.03610031148951,1.00442410439626,1.01220310778853,1.01677662168516,1.02042719338846,1.02370699897648,1.02642955920811,1.02875633045511,1.03113932584263,1.03337401894309,1.03610031148951,1.03871331295274,1.04132611544841,1.04425179106741,1.04733260636897,1.05026884653994,1.05344837122196,1.05786423270409,1.0632362980039,1.07150138777499
LSHTM,31,5,2022,17,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-17,estimate,1.03090458862,1.00184941527988,1.00916902542226,1.01274973412783,1.01637410343537,1.01914494154731,1.02170130342963,1.02393860782708,1.02620288094772,1.02875214538012,1.03090458862,1.03320987205582,1.03517296658074,1.03747996237451,1.04030526965874,1.04294135615817,1.04648678667297,1.05027570391281,1.05552513928034,1.06289425808778
LSHTM,31,5,2022,18,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-18,estimate,1.02511978460509,0.998723990406187,1.00504085799865,1.00861294079412,1.01173478157339,1.01414619044522,1.01649511954325,1.01883912813567,1.02100664923033,1.0231008788695,1.02511978460509,1.02692835703936,1.02899992449124,1.03130957251551,1.03348215358949,1.0359755239359,1.03920906434288,1.0427576665761,1.04751360778381,1.05515951731068
LSHTM,31,5,2022,19,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-19,estimate,1.01899367026102,0.994992584055763,0.999994157423651,1.00391853284368,1.00648921031878,1.00886510232779,1.01105337373125,1.01319729949351,1.01502898606985,1.01687659878774,1.01899367026102,1.02080622781795,1.02264027987543,1.02438524619278,1.02653724894242,1.02907262887585,1.03186038185813,1.03526945453626,1.0400992968195,1.04745969908663
LSHTM,31,5,2022,20,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-20,estimate,1.01252288923785,0.989890424584507,0.994913064964489,0.998472766674983,1.00127508270822,1.00337708806803,1.00536931970056,1.00728516577257,1.0087706891532,1.01078494359107,1.01252288923785,1.01435652180784,1.01596715870421,1.01771802709718,1.01972477967532,1.02180081379114,1.02488873482903,1.0279439109952,1.03265144224825,1.03930485332009
LSHTM,31,5,2022,21,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-21,estimate,1.00597895993985,0.984382034848114,0.989480298112627,0.992768626106153,0.995150931168136,0.99723059739878,0.999043852005886,1.00062232803522,1.00258382126801,1.00434582880601,1.00597895993985,1.0076855507897,1.00938041195073,1.01102338208228,1.01280238524029,1.01447362527695,1.01765385023324,1.02074115047866,1.02514615173861,1.03144007469652
LSHTM,31,5,2022,22,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-22,estimate,0.999158715573153,0.979205849379365,0.983570733444189,0.98650518445841,0.988798400172405,0.990799793292356,0.992508507537027,0.99427871760367,0.996082656334096,0.997583649344193,0.999158715573153,1.00086751701755,1.00251122865531,1.00415299550396,1.00584533622523,1.0078047786272,1.0104922492528,1.01336579143712,1.01793800783248,1.02388277774539
LSHTM,31,5,2022,23,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-23,estimate,0.992224611356522,0.972738846089866,0.976867550899515,0.979892696601026,0.982235326353595,0.984247979646017,0.986021536481608,0.987630001018383,0.989177294547539,0.990630572947694,0.992224611356522,0.993983863910044,0.995597925657899,0.99731357810237,0.998795937223968,1.00092129302291,1.00343762486443,1.0064442360904,1.01001871396247,1.01615865041153
LSHTM,31,5,2022,24,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-24,estimate,0.985633459787989,0.965982678494333,0.970205197278929,0.973112354545553,0.97554430677061,0.977508201810809,0.979105080693293,0.980986017205222,0.982517574690083,0.983934786507227,0.985633459787989,0.986934330442977,0.988385462282555,0.990004896581743,0.991947282274357,0.993883889743929,0.996285816433305,0.999150720094307,1.00268895710029,1.00868164724148
LSHTM,31,5,2022,25,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-25,estimate,0.978668369844548,0.959039384821689,0.963454603113291,0.966367191513217,0.968812496776448,0.970755277995691,0.972471280122637,0.974041830797449,0.97552039475229,0.977204741064717,0.978668369844548,0.979927810657949,0.98154141307667,0.983181355509364,0.984836888269192,0.986579077778661,0.988743336105339,0.991750479290119,0.995065692301238,1.00131359497025
LSHTM,31,5,2022,26,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-26,estimate,0.971711399220634,0.952145519414047,0.956369465138948,0.9597684404768,0.961827104722221,0.96384702887202,0.965392544094064,0.967130480007323,0.968868124294856,0.97031300761441,0.971711399220634,0.973162448712507,0.974675682544274,0.976136439637347,0.977711357809218,0.979476351257656,0.981624790958614,0.984355857833002,0.98767728269784,0.993819434887679
LSHTM,31,5,2022,27,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-27,estimate,0.964759813041825,0.945032525082451,0.949547067591697,0.95292056661186,0.955044618579192,0.95695129347888,0.958689808691406,0.960328952292478,0.961827893597357,0.963214570829215,0.964759813041825,0.966263024337637,0.967735649782825,0.969457783483007,0.970718240632511,0.972592345200518,0.974501815461538,0.977108489241481,0.980391515286364,0.986461941939809
LSHTM,31,5,2022,28,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-28,estimate,0.957896868788735,0.937724637189035,0.942818641227463,0.946204535095052,0.94834947834804,0.95034931958474,0.952146297801703,0.953910045532184,0.955321815487389,0.956577960026377,0.957896868788735,0.95928207910393,0.960748401087147,0.962594028833703,0.96405116626285,0.965671779052253,0.967471864473416,0.970135466407656,0.973297146758881,0.979293940135497
LSHTM,31,5,2022,29,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-29,estimate,0.951402716712657,0.930836102375304,0.9363966640365,0.939641521160521,0.941863343986323,0.943753683633219,0.945669058130533,0.947223469691793,0.948799050366271,0.950080391610102,0.951402716712657,0.952681165351368,0.954057084472196,0.955591429419716,0.957494477461241,0.958950747732633,0.960705954340186,0.963095315713761,0.966408101871249,0.971602810370522
LSHTM,31,5,2022,30,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-30,estimate,0.945098094208801,0.924272584149688,0.92960704235258,0.932819863245791,0.935306502702717,0.937450654475142,0.939026108764994,0.940710221099337,0.942183438666209,0.943747219786732,0.945098094208801,0.946436588272452,0.947738286745761,0.949219296045328,0.950880136559475,0.952580223187622,0.954390434871725,0.956673706660483,0.959842714662238,0.964914012273604
LSHTM,31,5,2022,31,3,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-03-31,estimate,0.938877358782335,0.917934743365657,0.923136302362654,0.926230358296119,0.928935473108942,0.930986036969282,0.932736531409432,0.934503713839474,0.936155682292467,0.937547036588514,0.938877358782335,0.940292788507812,0.941810980556995,0.943079595604722,0.94463940686133,0.946176867880465,0.948214640436261,0.950353508835699,0.953506785679081,0.957960278483464
LSHTM,31,5,2022,1,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-01,estimate,0.933102477619541,0.911719466941155,0.917160933717143,0.920455587564804,0.922791958677138,0.924729378921123,0.926700134993361,0.928486342661555,0.929842843259527,0.931656668009648,0.933102477619541,0.934492990228577,0.935828551431485,0.937213041757492,0.938625943480265,0.940263091663193,0.942189633701896,0.944393387847377,0.947426483164617,0.951629131834199
LSHTM,31,5,2022,2,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-02,estimate,0.927308322942159,0.905512014702906,0.911378551269944,0.914772000159938,0.916987751419222,0.918991938681882,0.920984240944262,0.922691542872787,0.92423675418737,0.925855696410157,0.927308322942159,0.928749744865652,0.930124848528979,0.93152953058636,0.933016354208601,0.934666094006158,0.936392807363895,0.938647077346868,0.941419215419135,0.94531901950662
LSHTM,31,5,2022,3,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-03,estimate,0.921821793446723,0.899283796164405,0.905944974599176,0.909335511190329,0.911387297786731,0.913526495534216,0.915577896579028,0.917162128606132,0.918795565204883,0.920401394052188,0.921821793446723,0.923160462387695,0.924664055656337,0.925989650410207,0.927565442933903,0.929165059547055,0.931211961094703,0.933269918938861,0.935756508708506,0.940119301737818
LSHTM,31,5,2022,4,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-04,estimate,0.916548996394943,0.894128521879782,0.900728761656066,0.904165250861802,0.906432628009884,0.908598893990646,0.910412201353099,0.912160833149167,0.913663797709004,0.915260176528012,0.916548996394943,0.91799389375745,0.919279362522341,0.920807044951853,0.922298841646869,0.923802069685611,0.925948495746554,0.928070724738605,0.930950860432299,0.935210381819172
LSHTM,31,5,2022,5,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-05,estimate,0.911714598949985,0.889313885322433,0.895661781911239,0.899411748566159,0.901818528308278,0.903703474449622,0.905526214172291,0.907301371098508,0.908866350980414,0.91028854121068,0.911714598949985,0.913111843226515,0.914377900100938,0.915888130223861,0.917447355969808,0.919203965032485,0.921013873212218,0.92314412348977,0.92613943969405,0.930574137751729
LSHTM,31,5,2022,6,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-06,estimate,0.90723678175118,0.885130633927475,0.891457346164565,0.895010268335713,0.897253259113235,0.899128022810414,0.901100747533546,0.902844318176142,0.904313604262398,0.905812985924649,0.90723678175118,0.90857204441326,0.909825577550552,0.911373568228159,0.912941263715263,0.914683057832202,0.916549717985461,0.918587423797562,0.921612547224776,0.926090627466165
LSHTM,31,5,2022,7,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-07,estimate,0.903054058368019,0.88202198394658,0.887493341685881,0.89100331597702,0.893154385089076,0.894939436341819,0.896836173096168,0.898637540077024,0.900148674588667,0.901705273061362,0.903054058368019,0.904292191541496,0.905818004576557,0.907190499444859,0.908878048718293,0.910492533104499,0.912460462114733,0.914355936717732,0.917639559943823,0.921828074101134
LSHTM,31,5,2022,8,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-08,estimate,0.899047322778867,0.878762534297816,0.883721973087167,0.88699632030657,0.889390828051945,0.891280155699974,0.893112299151251,0.89490677155602,0.896391343189258,0.897748297170231,0.899047322778867,0.900452507434531,0.90209997473145,0.90359171817909,0.905127984573163,0.906640317488978,0.908343592591949,0.910619447975791,0.913613862168338,0.918303997091585
LSHTM,31,5,2022,9,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-09,estimate,0.89565540284851,0.87578351838567,0.880476501672571,0.883392862621172,0.886074449982582,0.887977236925489,0.889781263253008,0.891402178805357,0.892764478553322,0.894145417783817,0.89565540284851,0.897230688669117,0.898765552319133,0.900158373520845,0.901712329357036,0.903200102189207,0.904849425033317,0.907019518283667,0.910253307885297,0.914536115276921
LSHTM,31,5,2022,10,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-10,estimate,0.892543395103441,0.872969396371099,0.87752400199978,0.88056045685972,0.882831976492134,0.884877997253087,0.886585735012777,0.888237897530242,0.889786984920365,0.891219442338902,0.892543395103441,0.894068205730837,0.895556444922531,0.897029659313177,0.898546013978877,0.900084663197062,0.90173662933064,0.904373458443823,0.907116148625813,0.91094926909325
LSHTM,31,5,2022,11,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-11,estimate,0.889898927935126,0.870389208220322,0.874768267599036,0.877943851030753,0.88023182756035,0.882103363555198,0.883659400018621,0.885378768812751,0.887054265409859,0.888556862903077,0.889898927935126,0.891114693715006,0.892593405478411,0.893796877596127,0.89544838021313,0.897090474900449,0.898923904242277,0.901456096915632,0.904379162538159,0.908694385020469
LSHTM,31,5,2022,12,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-12,estimate,0.887330270520309,0.867863334897869,0.872614260534274,0.875624187464044,0.877940912216421,0.879701712993486,0.881234103604774,0.882951661891683,0.884549842176109,0.88597042011531,0.887330270520309,0.888744909306965,0.889976282565043,0.891344321266174,0.89292835169295,0.894438629487532,0.896335171368867,0.898760201034642,0.90173625374182,0.906303870553016
LSHTM,31,5,2022,13,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-13,estimate,0.885130633046927,0.865900837074835,0.870540674690844,0.873274454899731,0.875733264530373,0.877557067235373,0.879224990560911,0.880783480040776,0.882319324493177,0.88379713510901,0.885130633046927,0.886407463592328,0.88778351638101,0.889122114793183,0.89060106569589,0.892274780385118,0.894085161960572,0.896223742670327,0.899257343648724,0.904219369133814
LSHTM,31,5,2022,14,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-14,estimate,0.883141230883952,0.864300080616268,0.868553235365181,0.871368845496996,0.873564139543819,0.875706047542219,0.877368694004615,0.878819096672996,0.880289684768215,0.881856975020519,0.883141230883952,0.884451821899846,0.885755084425248,0.887236870866146,0.888681430551129,0.890263566983266,0.892286394501045,0.894367120931589,0.897245484585514,0.902544842526726
LSHTM,31,5,2022,15,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-15,estimate,0.881496200010884,0.862356837984773,0.866760608117719,0.869605656834264,0.871839864837998,0.873754728732514,0.8755035239333,0.877051840410764,0.878510336782209,0.880116344618486,0.881496200010884,0.882706792503015,0.884007104507764,0.885384971026769,0.886941420967724,0.888626249895753,0.890579801110837,0.89278019939348,0.896051214819291,0.90111220256819
LSHTM,31,5,2022,16,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-16,estimate,0.879907147426368,0.860862305847282,0.865315027629791,0.867954667209502,0.870225682394775,0.872119521880305,0.873986119974252,0.875422823471967,0.877047843537423,0.878474902270033,0.879907147426368,0.881092567561725,0.882419589341183,0.883912204234828,0.885479911614756,0.887164820402067,0.889021013612529,0.891690590859574,0.894807369749278,0.899906167089816
LSHTM,31,5,2022,17,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-17,estimate,0.878417932349478,0.85943957195489,0.86396827957974,0.866727111480269,0.868711386468602,0.870846956079432,0.87249796681416,0.874030389857349,0.875588703274734,0.876946606550601,0.878417932349478,0.8796476020545,0.881090262940706,0.882421939596677,0.884030385293125,0.88576031763301,0.887788644494267,0.890267918350694,0.893940122010686,0.899204054025497
LSHTM,31,5,2022,18,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-18,estimate,0.876970810174705,0.858406999504107,0.862842391813562,0.865337375991394,0.867714574832584,0.869643808552808,0.871033544725692,0.872795340990796,0.874318702584582,0.875571576722652,0.876970810174705,0.87848875995843,0.880014502963539,0.881558656841929,0.882798736787247,0.884522369803099,0.886696981122171,0.889275509461425,0.892990155186204,0.898682890197799
LSHTM,31,5,2022,19,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-19,estimate,0.875992521395149,0.857143969466595,0.861761581034657,0.864426892781223,0.866586744043042,0.868451304283922,0.869882069987562,0.871627204316686,0.872961186781099,0.874376784530058,0.875992521395149,0.877506934440366,0.879071422368004,0.880486264424702,0.881871906175292,0.883582194720481,0.88569966837303,0.888296131069804,0.891849273238672,0.897578060789637
LSHTM,31,5,2022,20,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-20,estimate,0.875082135602331,0.856326961703136,0.860684653684332,0.863636901725212,0.865577207447264,0.867430615145033,0.86888187198349,0.870583322909076,0.872086774175863,0.873580709287396,0.875082135602331,0.8765762126818,0.877972768807734,0.879565953558694,0.880984086140371,0.882736921431672,0.884733788060411,0.887620916754013,0.891100342861507,0.89701984247446
LSHTM,31,5,2022,21,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-21,estimate,0.874287145188593,0.855299356125903,0.860009016292004,0.862594239257933,0.864903875501307,0.86653315770431,0.868308031495002,0.86988377395677,0.871347356238998,0.872888213501155,0.874287145188593,0.875822894470177,0.877293813854007,0.878723838756378,0.880240615004711,0.881997722749516,0.884108956248314,0.886749712161803,0.890111838694909,0.895583274333428
LSHTM,31,5,2022,22,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-22,estimate,0.873685352390509,0.854506064919864,0.859161585208357,0.862051798506674,0.864202409853218,0.865943076312879,0.867774221144939,0.869388235842083,0.870901293521933,0.872255134190317,0.873685352390509,0.875042712143462,0.87654379222869,0.878072783228139,0.879690790940533,0.881489028478917,0.883315706250766,0.885994577228237,0.889081893773736,0.894776840183947
LSHTM,31,5,2022,23,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-23,estimate,0.873240992343624,0.853345350799659,0.858813935681086,0.861514102605255,0.863804260559764,0.865538008377003,0.867066473644164,0.868796476569478,0.87035860675532,0.871672854138092,0.873240992343624,0.874483323482222,0.876049854682649,0.877531254056817,0.879090931209676,0.880786579316525,0.882648997300217,0.885057938280981,0.888622879553486,0.894193019669449
LSHTM,31,5,2022,24,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-24,estimate,0.872773276454453,0.852871789082611,0.857735737028148,0.861122869497161,0.863066939958996,0.865037906973976,0.866828292083071,0.868224955746264,0.869741474794836,0.871259643738737,0.872773276454453,0.874022563731067,0.875572825286547,0.877063969595981,0.878777269511669,0.880385269132418,0.882134987333714,0.884448062858812,0.887918049542521,0.893897304858507
LSHTM,31,5,2022,25,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-25,estimate,0.872274941983939,0.852217836429784,0.857214157671046,0.860486038921367,0.862519296012352,0.864552927272068,0.866254646294512,0.867958471741785,0.869279054856157,0.870718149576572,0.872274941983939,0.873801517706725,0.875189269408182,0.876786923975421,0.878446784972271,0.880133920969038,0.881901588689509,0.884184099847396,0.887571364288992,0.892894792110037
LSHTM,31,5,2022,26,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-26,estimate,0.871694717830457,0.851668455413319,0.856551232634405,0.859823977006539,0.862226119615385,0.864188418814776,0.86602057408922,0.867455752142343,0.869048313004394,0.870382442856193,0.871694717830457,0.873516381918019,0.874841545189218,0.876571916972843,0.878089540218055,0.879842741029322,0.881728698803148,0.884185364923699,0.887190582427079,0.892361978832683
LSHTM,31,5,2022,27,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-27,estimate,0.871590475941309,0.850412320212094,0.856091408229206,0.859525499376635,0.862051027143764,0.863896971809323,0.865540010244558,0.867293006597163,0.86870955239765,0.87015893488587,0.871590475941309,0.873295427873043,0.874714381274327,0.876317430222514,0.87793006477798,0.87979637410526,0.881734494150537,0.884078200110744,0.887285380604836,0.892238671261009
LSHTM,31,5,2022,28,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-28,estimate,0.871412651525705,0.849698831987219,0.855558376345391,0.858973998300939,0.861566122435329,0.863921502240513,0.865483885798577,0.867047562125065,0.868482004309777,0.869762123402636,0.871412651525705,0.873145502680299,0.874681826773826,0.876166261243578,0.877757647817172,0.879592389220157,0.881702157360365,0.884125250986122,0.887590469282837,0.891779312565827
LSHTM,31,5,2022,29,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-29,estimate,0.871512864354488,0.84951717286552,0.85527788329806,0.858557507316896,0.861434655351981,0.863770406103989,0.86557751816732,0.867024714193662,0.868428874914652,0.869898938070749,0.871512864354488,0.873071375491255,0.874425411758167,0.876170647437701,0.877698900910385,0.879679456844039,0.881915091188,0.884066993434339,0.887304837764947,0.892362550321274
LSHTM,31,5,2022,30,4,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-04-30,estimate,0.871402151928372,0.8495001078708,0.854843351397774,0.858636871505855,0.861271060834008,0.863706510510186,0.865529686267595,0.867100360904155,0.868491970394867,0.869931275369319,0.871402151928372,0.873040699466684,0.874579083714412,0.876209224495685,0.877772267216995,0.879683264875107,0.881979707592381,0.884331668462956,0.887425978584893,0.892446983711161
LSHTM,31,5,2022,1,5,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-05-01,estimate,0.871708677833687,0.849153910171219,0.85493323594899,0.85879601359587,0.86126511797486,0.863673203783942,0.865599468918853,0.867212676940482,0.868795217614426,0.870242746868163,0.871708677833687,0.87327431037534,0.874916859442147,0.876396021438696,0.878141931652295,0.879938232316288,0.882195889496282,0.884702066821884,0.887576490433084,0.892433900362968
LSHTM,31,5,2022,2,5,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-05-02,estimate,0.872163845629081,0.849033753053303,0.855306866324203,0.858586289428345,0.861587778298757,0.863790131772417,0.865603823638478,0.867399689027445,0.869232712673943,0.870731295471193,0.872163845629081,0.873561582473483,0.87519048335543,0.87693834619023,0.878582149295548,0.880409661324048,0.882272353200556,0.884926518942832,0.887955889500948,0.892426213126468
LSHTM,31,5,2022,3,5,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-05-03,estimate,0.872784619011546,0.849182423298591,0.855443879111557,0.859197299016335,0.861895112342017,0.86414986477941,0.866095783848402,0.867848400985361,0.869614492180184,0.871217198750698,0.872784619011546,0.873993476686218,0.875569392202411,0.877520630490359,0.879372333022901,0.880920440662237,0.882867774859931,0.885224266996196,0.888522657661757,0.89286516361011
LSHTM,31,5,2022,4,5,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-05-04,estimate,0.873166102307689,0.849636176122957,0.855699409787891,0.859593374372936,0.862475956361209,0.864454873154875,0.86656769291351,0.868505108829964,0.870172345795642,0.871879029257195,0.873166102307689,0.874655373577263,0.876059133414758,0.877952912015678,0.879720141359335,0.881681242276445,0.883462731333076,0.885837092846762,0.888846038944175,0.893543717384134
LSHTM,31,5,2022,5,5,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-05-05,estimate,0.873837935609264,0.850744423205708,0.856386601928982,0.860114797272001,0.862768356783825,0.8651280633298,0.867317912187047,0.869005783926717,0.870796910551404,0.87237518734895,0.873837935609264,0.875362879121311,0.876883602381899,0.878399788312869,0.880092914600762,0.882311475390281,0.884317746870544,0.886451537674365,0.889563784702198,0.894440825920748
LSHTM,31,5,2022,6,5,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-05-06,estimate,0.874615621069946,0.85196050806208,0.857180122230572,0.860705352796726,0.863579893887592,0.865875787143372,0.867866260003503,0.869621008261791,0.871376967464029,0.873010240829636,0.874615621069946,0.876214340315836,0.877661733193198,0.879210919736409,0.880812604770821,0.882879847785551,0.885092871748399,0.887615340357309,0.89064794870861,0.895532411522387
LSHTM,31,5,2022,7,5,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-05-07,estimate,0.875479777189291,0.852676205907294,0.857972464314629,0.861733456369354,0.864012352471977,0.866336279461096,0.868365629602396,0.8704131294138,0.872133691576034,0.873846677051461,0.875479777189291,0.876940634435152,0.878496495178659,0.880220269414205,0.882041385679899,0.88394449984058,0.886173684943707,0.888946115929421,0.892214261392139,0.896648895166281
LSHTM,31,5,2022,8,5,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-05-08,estimate,0.876297996108047,0.852867343186286,0.858735410031709,0.862171789128671,0.864975984381041,0.867186472788318,0.869029098070337,0.871010934917798,0.872812658263783,0.874674582980926,0.876297996108047,0.877833977456447,0.879496016939365,0.88138096446013,0.883358902946607,0.885278423312478,0.887695605636153,0.89051663615591,0.893897920987946,0.898630473497196
LSHTM,31,5,2022,9,5,2022,East of England,R,EpiNow Admissions,Nowcast,Cases,2.0,2022-05-09,estimate,0.877489442917759,0.853358660908002,0.859064749813848,0.862470107305513,0.865275765321533,0.867583944364512,0.869889293484324,0.87173415973665,0.87368711874978,0.875619987548157,0.877489442917759,0.879119596412329,0.880807496387277,0.882876832554634,0.884831773806161,0.887109940006805,0.889653539968456,0.892487355885808,0.896341572197608,0.901305778534601
